symbol,datum,bar,box_high,box_low,range_atr,richting,patroon,signaal_tijd,entry_tijd,entry,sl,sl_afstand,qty,risico_eur,tp_overkant,r_overkant,r_2x,r_3x,exit_overkant,exit_2x,exit_3x,max_mee_R,max_tegen_R
AAPL,2026-04-21,15min,272.8,270.53,0.36,LONG,bullish_engulfing,21:15,21:30,267.96,267.6,0.36,3.7319,1.34,272.8,-1.0,-1.0,-1.0,SL,SL,SL,0.0,2.08
AAPL,2026-04-22,15min,268.6,266.87,0.28,SHORT,bearish_engulfing,18:15,18:30,272.81,273.38,0.57,3.6656,2.09,266.87,-1.0,-1.0,-1.0,SL,SL,SL,0.79,1.07
AAPL,2026-04-24,15min,273.06,270.09,0.47,LONG,hamer,17:45,18:40,270.45,269.8,0.651,3.6975,2.41,273.06,-1.0,-1.0,-1.0,SL,SL,SL,0.23,1.03
AAPL,2026-04-27,15min,267.88,265.07,0.45,SHORT,bearish_engulfing,16:00,16:15,267.38,268.2,0.815,3.7399,3.05,265.07,-0.1901840490797914,-0.1901840490797914,-0.1901840490797914,deadline,deadline,deadline,1.59,0.72
AAPL,2026-04-29,15min,269.0,267.04,0.35,SHORT,inverted_hamer,16:15,16:45,269.52,270.31,0.793,3.7103,2.94,267.04,-1.0,-1.0,-1.0,SL,SL,SL,1.66,1.24
AAPL,2026-05-05,15min,279.98,276.5,0.51,SHORT,bearish_engulfing,16:45,18:15,281.16,282.18,1.02,3.5567,3.63,276.5,-1.0,-1.0,-1.0,SL,SL,SL,0.31,1.25
AAPL,2026-05-06,15min,283.41,281.07,0.34,SHORT,bearish_engulfing,16:15,16:30,286.13,286.72,0.59,3.4949,2.06,281.07,-1.0,2.0,3.0,SL,TP,TP,3.81,1.71
AAPL,2026-05-07,15min,290.33,288.18,0.31,SHORT,bearish_engulfing,17:15,17:30,290.41,291.39,0.98,3.4434,3.37,288.18,2.275510204081741,2.0,3.0,TP,TP,TP,2.56,0.32
AAPL,2026-05-14,15min,300.45,297.16,0.5,LONG,bullish_engulfing,16:00,16:15,298.36,297.08,1.28,3.3517,4.29,300.45,-1.0,-1.0,-1.0,SL,SL,SL,0.87,1.87
AAPL,2026-05-18,15min,300.66,297.36,0.49,LONG,bullish_engulfing,19:15,19:30,295.99,295.59,0.4,3.3785,1.35,300.66,-1.0,-1.0,-1.0,SL,SL,SL,1.74,1.17
AAPL,2026-05-20,15min,301.96,298.08,0.58,SHORT,bearish_engulfing,21:30,21:45,301.95,302.35,0.4,3.3118,1.32,298.08,-1.0,-1.0,-1.0,SL,SL,SL,0.17,1.42
AAPL,2026-05-21,15min,302.47,300.4,0.32,SHORT,bearish_engulfing,18:15,18:30,303.73,303.87,0.14,3.2924,0.46,300.4,-1.0,2.0,3.0,SL,TP,TP,4.86,1.0
AAPL,2026-05-22,15min,308.95,305.84,0.55,SHORT,bearish_engulfing,18:15,18:30,309.93,310.52,0.595,3.2265,1.92,305.84,2.3781512605043544,2.0,3.0,deadline,TP,TP,3.31,0.38
AAPL,2026-05-26,15min,311.49,309.35,0.37,SHORT,bearish_engulfing,16:30,16:45,311.27,311.81,0.535,3.2126,1.72,309.35,-1.0,-1.0,-1.0,SL,SL,SL,0.78,1.0
AAPL,2026-05-27,15min,311.55,308.3,0.59,SHORT,bearish_engulfing,16:15,16:30,311.45,312.77,1.32,3.2108,4.24,308.3,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.01
AAPL,2026-05-28,15min,310.94,309.6,0.25,SHORT,bearish_engulfing,17:30,19:05,311.52,311.94,0.425,3.2101,1.36,309.6,-1.0,2.0,3.0,SL,TP,TP,3.32,1.72
AAPL,2026-06-02,15min,309.89,306.69,0.62,SHORT,bearish_engulfing,17:45,18:00,312.42,313.15,0.73,3.2008,2.34,306.69,-1.0,-1.0,-1.0,SL,SL,SL,0.71,1.53
AAPL,2026-06-09,15min,300.75,297.05,0.57,LONG,bullish_engulfing,20:45,21:00,291.33,290.37,0.96,3.4325,3.3,300.75,-1.0,-1.0,-1.0,SL,SL,SL,0.64,1.08
AAPL,2026-06-12,15min,297.14,291.88,0.7,LONG,bullish_engulfing,20:30,21:00,290.37,290.22,0.15,3.4439,0.52,297.14,-1.0,2.0,3.0,SL,TP,TP,3.47,1.2
AAPL,2026-06-15,15min,295.83,291.7,0.54,SHORT,bearish_engulfing,18:30,18:45,296.97,297.37,0.395,3.3673,1.33,291.7,2.9367088607596923,2.0,3.0,deadline,TP,TP,5.09,0.61
AAPL,2026-06-16,15min,296.48,293.97,0.32,SHORT,bearish_engulfing,16:30,16:45,297.33,297.89,0.56,3.3633,1.88,293.97,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.14
AAPL,2026-06-24,15min,296.47,293.2,0.41,SHORT,bearish_engulfing,19:00,19:25,296.87,297.41,0.54,3.3685,1.82,293.2,2.990740740740644,2.0,3.0,deadline,TP,TP,5.17,0.0
AAPL,2026-06-25,15min,288.8,277.88,1.39,LONG,bullish_engulfing,16:15,16:30,279.63,277.45,2.185,3.5761,7.81,288.8,-1.0,-1.0,-1.0,SL,SL,SL,0.21,1.0
AAPL,2026-06-30,15min,284.85,280.69,0.48,SHORT,inverted_hamer,18:00,18:40,288.74,289.38,0.641,3.4633,2.22,280.69,-1.0,-1.0,-1.0,SL,SL,SL,0.19,1.44
AAPL,2026-07-02,15min,301.14,293.68,0.89,SHORT,bearish_engulfing,17:15,17:30,305.42,307.44,2.02,3.2742,6.61,293.68,-1.0,-1.0,-1.0,SL,SL,SL,0.07,1.24
AAPL,2026-07-06,15min,309.91,307.0,0.33,SHORT,bearish_engulfing,21:00,21:15,313.2,313.39,0.185,3.1928,0.59,307.0,-1.0,-1.0,-1.0,SL,SL,SL,0.03,1.43
AAPL,2026-07-09,15min,312.07,308.16,0.44,SHORT,bearish_engulfing,18:00,18:15,314.52,315.22,0.7,3.1794,2.23,308.16,-1.0,-1.0,-1.0,SL,SL,SL,0.61,1.0
AAPL,2026-07-14,15min,315.69,311.91,0.41,SHORT,bearish_engulfing,17:15,17:40,314.79,315.85,1.06,3.1767,3.37,311.91,-1.0,-1.0,-1.0,SL,SL,SL,1.81,1.02
AAPL,2026-07-20,15min,333.71,330.02,0.45,LONG,bullish_engulfing,16:30,16:45,327.42,326.59,0.83,3.0542,2.53,333.71,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.41
AAPL,2026-07-22,15min,329.0,325.69,0.4,LONG,bullish_engulfing,17:15,17:30,325.67,324.21,1.46,3.0706,4.48,329.0,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.12
AAPL,2026-07-23,15min,323.3,320.8,0.31,LONG,bullish_engulfing,21:30,21:45,321.11,320.04,1.07,3.1142,3.33,323.3,-0.14018691588788323,-0.14018691588788323,-0.14018691588788323,deadline,deadline,deadline,0.19,0.62
AAPL,2026-07-27,15min,337.12,334.1,0.38,SHORT,bearish_engulfing,16:30,16:45,336.57,337.91,1.339,2.9712,3.98,334.1,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.32
AAPL,2026-07-28,15min,342.89,337.71,0.65,LONG,bullish_engulfing,17:00,20:40,338.39,336.6,1.795,2.9551,5.3,342.89,0.8050139275766163,0.8050139275766163,0.8050139275766163,deadline,deadline,deadline,0.98,0.0
AAPL,2026-07-29,15min,342.23,339.56,0.34,SHORT,bearish_engulfing,20:45,21:00,342.97,343.89,0.92,2.9157,2.68,339.56,3.706521739130627,2.0,3.0,TP,TP,TP,3.97,0.0
AAPL,2026-07-30,15min,334.48,330.71,0.48,LONG,bullish_engulfing,16:30,16:45,332.07,329.59,2.48,3.0114,7.47,334.48,0.33467741935482986,0.33467741935482986,0.33467741935482986,deadline,deadline,deadline,0.81,0.58
AAPL,2026-08-03,15min,311.8,305.17,0.67,LONG,bullish_engulfing,16:00,16:15,306.5,304.34,2.165,3.2626,7.06,311.8,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.2
AAPL,2026-08-04,15min,304.49,301.32,0.31,SHORT,bearish_engulfing,16:30,16:45,305.7,306.9,1.2,3.2712,3.93,301.32,-1.0,-1.0,-1.0,SL,SL,SL,0.18,1.05
AAPL,2026-08-11,15min,309.97,306.25,0.39,LONG,bullish_engulfing,16:30,16:45,306.67,306.12,0.55,3.2608,1.79,309.97,-1.0,-1.0,-1.0,SL,SL,SL,0.24,1.13
AAPL,2026-08-12,15min,305.66,302.18,0.36,LONG,bullish_engulfing,17:45,18:00,301.19,300.62,0.57,3.3202,1.89,305.66,0.3160203544481066,2.0,0.3160203544481066,deadline,TP,deadline,2.32,0.33
AAPL,2026-08-17,15min,307.66,304.05,0.42,LONG,bullish_engulfing,18:00,18:15,303.52,303.05,0.47,3.2947,1.55,307.66,-1.0,-1.0,-1.0,SL,SL,SL,1.1,1.24
AAPL,2026-08-19,15min,312.39,309.6,0.34,SHORT,bearish_engulfing,16:15,16:30,316.06,317.81,1.75,3.164,5.54,309.6,-1.0,-1.0,-1.0,SL,SL,SL,0.18,1.3
AAPL,2026-08-25,15min,313.59,310.25,0.55,LONG,hamer,17:15,17:30,309.31,308.39,0.921,3.233,2.98,313.59,-1.0,-1.0,-1.0,SL,SL,SL,0.96,1.18
AAPL,2026-08-26,15min,311.68,308.8,0.48,SHORT,bearish_engulfing,16:15,16:30,311.8,313.28,1.48,3.2072,4.75,308.8,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.11
AAPL,2026-08-27,15min,312.04,309.4,0.44,SHORT,bearish_engulfing,18:00,18:15,314.69,314.97,0.28,3.1777,0.89,309.4,-1.0,2.0,-1.0,SL,TP,SL,2.07,1.68
AAPL,2026-08-28,15min,318.13,315.5,0.43,SHORT,bearish_engulfing,18:15,18:30,321.11,321.85,0.742,3.1142,2.31,315.5,1.5894396551724763,2.0,1.5894396551724763,deadline,TP,deadline,2.77,0.55
AAPL,2026-08-31,15min,321.24,317.04,0.69,LONG,hamer,18:15,18:30,314.47,313.94,0.531,3.18,1.69,321.24,-1.0,-1.0,-1.0,SL,SL,SL,0.0,2.69
AAPL,2026-09-01,15min,319.34,314.73,0.75,SHORT,bearish_engulfing,18:30,18:45,325.51,326.88,1.375,3.0721,4.22,314.73,0.4290909090908909,0.4290909090908909,0.4290909090908909,deadline,deadline,deadline,0.91,0.33
MSFT,2026-03-30,15min,362.0,358.37,0.47,LONG,hamer,19:45,20:00,359.12,358.1,1.022,2.7846,2.85,362.0,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.06
MSFT,2026-04-09,15min,372.96,368.31,0.54,LONG,bullish_engulfing,16:45,17:00,367.94,367.13,0.81,2.7178,2.2,372.96,6.197530864197491,2.0,3.0,TP,TP,TP,6.27,0.3
MSFT,2026-04-14,15min,394.47,386.52,0.88,SHORT,bearish_engulfing,19:45,,394.04,394.69,0.655,2.5378,1.66,386.52,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
MSFT,2026-04-15,15min,403.48,396.73,0.75,SHORT,bearish_engulfing,16:30,16:45,405.78,406.9,1.12,2.4644,2.76,396.73,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.04
MSFT,2026-04-17,15min,426.17,422.95,0.32,SHORT,bearish_engulfing,17:30,,429.71,430.75,1.04,2.3272,2.42,422.95,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
MSFT,2026-04-20,15min,423.33,417.11,0.62,LONG,bullish_engulfing,17:15,17:30,418.0,416.89,1.11,2.3923,2.66,423.33,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.16
MSFT,2026-04-21,15min,421.65,417.2,0.45,SHORT,bearish_engulfing,16:45,17:10,425.01,426.49,1.48,2.3529,3.48,417.2,-1.0,-1.0,-1.0,SL,SL,SL,0.55,1.05
MSFT,2026-04-22,15min,428.56,423.67,0.51,SHORT,bearish_engulfing,17:45,18:00,431.84,432.88,1.04,2.3157,2.41,423.67,-1.0,-1.0,-1.0,SL,SL,SL,1.45,1.48
MSFT,2026-04-24,15min,420.45,415.8,0.43,SHORT,bearish_engulfing,17:45,19:00,419.88,421.95,2.07,2.3816,4.93,415.8,-1.0,-1.0,-1.0,SL,SL,SL,0.6,1.06
MSFT,2026-04-30,15min,414.42,408.3,0.55,LONG,bullish_engulfing,16:30,17:20,403.96,401.12,2.84,2.4755,7.03,414.42,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.1
MSFT,2026-05-01,15min,416.27,410.57,0.45,SHORT,bearish_engulfing,18:00,20:00,415.5,416.3,0.799,2.4067,1.92,410.57,-1.0,-1.0,-1.0,SL,SL,SL,1.36,1.01
MSFT,2026-05-04,15min,417.5,410.8,0.54,SHORT,bearish_engulfing,17:15,,416.8,418.15,1.35,2.3992,3.24,410.8,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
MSFT,2026-05-05,15min,416.78,410.83,0.48,LONG,bullish_engulfing,18:15,18:30,409.79,408.8,0.99,2.4403,2.42,416.78,2.3939393939393767,2.0,3.0,deadline,TP,TP,3.64,0.77
MSFT,2026-05-11,15min,411.6,405.5,0.52,SHORT,inverted_hamer,20:30,21:25,411.39,411.88,0.491,2.4308,1.19,405.5,-1.0,-1.0,-1.0,SL,SL,SL,0.29,1.47
MSFT,2026-05-15,15min,418.26,412.91,0.5,SHORT,bearish_engulfing,17:00,17:15,423.24,425.05,1.81,2.3627,4.28,412.91,-1.0,-1.0,-1.0,SL,SL,SL,1.51,1.52
MSFT,2026-05-18,15min,421.25,415.61,0.49,SHORT,bearish_engulfing,20:30,20:45,422.82,424.15,1.33,2.3651,3.15,415.61,0.1879699248120323,0.1879699248120323,0.1879699248120323,deadline,deadline,deadline,1.43,0.71
MSFT,2026-05-19,15min,432.7,424.1,0.75,LONG,bullish_engulfing,20:15,20:30,419.15,418.23,0.917,2.3858,2.19,432.7,-1.0,-1.0,-1.0,SL,SL,SL,0.74,1.1
MSFT,2026-05-21,15min,426.34,419.66,0.61,LONG,bullish_engulfing,16:45,17:05,417.71,416.81,0.898,2.394,2.15,426.34,-1.0,-1.0,-1.0,SL,SL,SL,1.48,1.01
MSFT,2026-05-27,15min,413.27,409.58,0.34,SHORT,inverted_hamer,18:15,18:30,412.77,413.39,0.616,2.4226,1.49,409.58,-1.0,-1.0,-1.0,SL,SL,SL,0.14,1.42
MSFT,2026-05-28,15min,418.99,412.67,0.61,SHORT,inverted_hamer,16:30,16:45,425.56,429.49,3.934,2.3498,9.24,412.67,-0.0762788333227387,-0.0762788333227387,-0.0762788333227387,deadline,deadline,deadline,0.73,0.91
MSFT,2026-05-29,15min,441.79,432.36,0.9,SHORT,inverted_hamer,16:15,16:30,440.14,443.48,3.348,2.272,7.61,432.36,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.17
MSFT,2026-06-02,15min,453.5,444.04,0.78,LONG,bullish_engulfing,21:00,21:15,442.03,440.6,1.43,2.2623,3.24,453.5,-0.8741258741259047,-0.8741258741259047,-0.8741258741259047,deadline,deadline,deadline,0.06,0.92
MSFT,2026-06-03,15min,440.39,431.86,0.66,LONG,bullish_engulfing,17:15,17:30,427.79,425.9,1.89,2.3376,4.42,440.39,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.02
MSFT,2026-06-04,15min,436.15,428.75,0.54,LONG,bullish_engulfing,19:15,19:30,426.98,426.44,0.535,2.3421,1.25,436.15,2.158691588784942,2.0,3.0,deadline,TP,TP,3.79,0.51
MSFT,2026-06-05,15min,429.47,425.69,0.28,LONG,bullish_engulfing,17:00,17:15,421.76,421.39,0.375,2.371,0.89,429.47,-1.0,-1.0,-1.0,SL,SL,SL,2.31,1.48
MSFT,2026-06-08,15min,417.16,411.29,0.44,LONG,bullish_engulfing,18:15,18:30,410.5,410.22,0.28,2.4361,0.68,417.16,-1.0,-1.0,-1.0,SL,SL,SL,0.0,2.68
MSFT,2026-06-10,15min,402.85,397.47,0.41,SHORT,bearish_engulfing,17:00,17:15,401.91,403.46,1.55,2.4881,3.86,397.47,-1.0,-1.0,-1.0,SL,SL,SL,0.54,1.19
MSFT,2026-06-11,15min,396.85,388.41,0.66,LONG,bullish_engulfing,18:00,18:45,387.28,386.3,0.98,2.5821,2.53,396.85,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.05
MSFT,2026-06-17,15min,390.37,386.75,0.27,LONG,bullish_engulfing,17:30,17:50,386.05,385.17,0.88,2.5903,2.28,390.37,-1.0,-1.0,-1.0,SL,SL,SL,0.06,1.53
MSFT,2026-06-23,15min,375.9,370.67,0.42,SHORT,bearish_engulfing,16:45,21:50,375.41,376.7,1.291,2.6638,3.44,370.67,0.0,0.0,0.0,deadline direct,deadline direct,deadline direct,0.0,0.0
MSFT,2026-06-25,15min,364.23,358.55,0.49,LONG,bullish_engulfing,17:15,17:30,356.01,354.1,1.909,2.8089,5.36,364.23,-1.0,-1.0,-1.0,SL,SL,SL,0.13,1.03
MSFT,2026-06-26,15min,361.72,355.43,0.53,SHORT,bearish_engulfing,17:45,18:00,370.19,371.29,1.1,2.7013,2.97,355.43,-1.0,2.0,-1.0,SL,TP,SL,2.46,1.17
MSFT,2026-07-02,15min,387.33,383.7,0.27,SHORT,bearish_engulfing,20:45,21:00,390.87,391.31,0.445,2.5584,1.14,383.7,-1.0,-1.0,-1.0,SL,SL,SL,1.27,2.55
MSFT,2026-07-09,15min,378.5,373.35,0.4,SHORT,bearish_engulfing,16:00,16:35,377.13,378.79,1.662,2.6516,4.41,373.35,-1.0,-1.0,-1.0,SL,SL,SL,0.51,1.09
MSFT,2026-07-14,15min,383.5,378.65,0.39,SHORT,bearish_engulfing,19:00,19:20,386.71,388.19,1.48,2.5859,3.83,378.65,1.0810810810810447,1.0810810810810447,1.0810810810810447,deadline,deadline,deadline,1.34,0.62
MSFT,2026-07-17,15min,398.39,393.4,0.4,LONG,bullish_engulfing,18:15,18:30,392.62,391.85,0.767,2.547,1.95,398.39,3.3168252313307582,2.0,3.0,deadline,TP,TP,4.37,0.0
MSFT,2026-07-20,15min,392.99,389.65,0.29,SHORT,bearish_engulfing,18:45,19:00,401.43,402.48,1.05,2.4911,2.62,389.65,-1.0,-1.0,-1.0,SL,SL,SL,1.51,1.09
MSFT,2026-07-22,15min,401.0,392.21,0.81,LONG,bullish_engulfing,17:15,17:30,389.63,388.98,0.65,2.5665,1.67,401.0,-1.0,-1.0,-1.0,SL,SL,SL,0.0,2.05
MSFT,2026-07-23,15min,391.78,387.15,0.43,LONG,hamer,17:15,17:30,378.6,377.39,1.207,2.6413,3.19,391.78,2.050351666376593,2.0,2.050351666376593,deadline,TP,deadline,2.99,0.6
MSFT,2026-07-30,15min,451.42,432.44,1.62,SHORT,bearish_engulfing,16:00,16:15,448.31,451.69,3.375,2.2306,7.53,432.44,-1.0,-1.0,-1.0,SL,SL,SL,0.76,1.07
MSFT,2026-07-31,15min,460.5,449.33,0.7,SHORT,bearish_engulfing,16:00,16:15,456.99,462.95,5.96,2.1882,13.04,449.33,-1.0,-1.0,-1.0,SL,SL,SL,1.06,1.1
MSFT,2026-08-03,15min,489.94,475.0,0.91,SHORT,bearish_engulfing,20:45,21:20,489.79,491.65,1.86,2.0417,3.8,475.0,0.6478494623656285,0.6478494623656285,0.6478494623656285,deadline,deadline,deadline,1.28,0.35
MSFT,2026-08-04,15min,488.77,479.17,0.55,SHORT,bearish_engulfing,20:30,20:45,496.65,497.38,0.732,2.0135,1.47,479.17,-1.0,-1.0,-1.0,SL,SL,SL,0.82,1.57
MSFT,2026-08-05,15min,498.24,491.51,0.38,LONG,bullish_engulfing,17:15,17:30,492.29,489.89,2.395,2.0313,4.87,498.24,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.31
MSFT,2026-08-06,15min,495.0,488.52,0.36,SHORT,bearish_engulfing,17:00,17:30,496.64,498.97,2.33,2.0135,4.69,488.52,-1.0,-1.0,-1.0,SL,SL,SL,1.35,1.01
MSFT,2026-08-10,15min,508.88,502.27,0.38,SHORT,bearish_engulfing,19:00,19:15,507.7,509.07,1.37,1.9697,2.7,502.27,1.6569343065693243,2.0,1.6569343065693243,deadline,TP,deadline,2.68,0.65
MSFT,2026-08-12,15min,501.5,497.05,0.25,LONG,bullish_engulfing,18:45,19:00,494.07,493.77,0.3,2.024,0.61,501.5,-1.0,-1.0,-1.0,SL,SL,SL,0.47,1.57
MSFT,2026-08-19,15min,484.18,479.31,0.29,SHORT,bearish_engulfing,16:15,16:30,482.11,484.81,2.7,2.0742,5.6,479.31,-1.0,-1.0,-1.0,SL,SL,SL,0.14,1.01
MSFT,2026-08-21,15min,484.58,478.53,0.51,SHORT,bearish_engulfing,18:00,19:00,484.93,485.53,0.6,2.0622,1.24,478.53,2.783797299549993,2.0,3.0,deadline,TP,TP,7.03,0.0
MSFT,2026-08-24,15min,486.99,481.86,0.49,SHORT,bearish_engulfing,19:15,19:30,488.79,489.77,0.98,2.0459,2.0,481.86,0.21428571428575985,0.21428571428575985,0.21428571428575985,deadline,deadline,deadline,1.54,0.38
MSFT,2026-08-25,15min,488.92,484.3,0.48,SHORT,inverted_hamer,19:30,19:45,489.98,490.77,0.786,2.0409,1.6,484.3,-1.0,-1.0,-1.0,SL,SL,SL,0.61,2.09
MSFT,2026-08-27,15min,497.01,490.08,0.76,SHORT,bearish_engulfing,17:15,18:20,502.24,503.65,1.41,1.9911,2.81,490.08,-1.0,-1.0,-1.0,SL,SL,SL,0.1,1.51
MSFT,2026-08-28,15min,511.94,504.87,0.72,SHORT,bearish_engulfing,17:30,17:45,514.58,515.87,1.29,1.9433,2.51,504.87,-1.0,-1.0,-1.0,SL,SL,SL,0.42,1.06
MSFT,2026-09-03,15min,511.69,500.8,1.14,SHORT,bearish_engulfing,16:15,16:30,510.47,512.92,2.45,1.959,4.8,500.8,-1.0,-1.0,-1.0,SL,SL,SL,1.11,1.14
MSFT,2026-09-04,15min,511.0,504.0,0.67,LONG,bullish_engulfing,17:45,18:00,500.99,499.89,1.1,1.996,2.2,511.0,-1.0,-1.0,-1.0,SL,SL,SL,0.67,1.08
MSFT,2026-09-08,15min,495.19,491.3,0.39,LONG,bullish_engulfing,16:30,16:45,492.35,490.25,2.1,2.0311,4.27,495.19,-1.0,-1.0,-1.0,SL,SL,SL,0.85,1.05
MSFT,2026-09-09,15min,494.3,491.14,0.31,LONG,bullish_engulfing,16:15,16:30,492.16,489.8,2.36,2.0319,4.8,494.3,-0.19915254237289176,-0.19915254237289176,-0.19915254237289176,deadline,deadline,deadline,0.69,0.45
NVDA,2026-03-30,15min,169.45,166.77,0.53,LONG,bullish_engulfing,19:30,19:45,166.18,165.59,0.59,6.0176,3.55,169.45,-1.0,-1.0,-1.0,SL,SL,SL,0.36,1.08
NVDA,2026-03-31,15min,168.73,166.96,0.35,SHORT,inverted_hamer,21:30,21:45,174.22,174.28,0.06,5.74,0.35,166.96,-1.0,-1.0,-1.0,SL,SL,SL,2.81,6.7
NVDA,2026-04-08,15min,185.26,182.71,0.51,LONG,hamer,17:00,,180.88,180.3,0.581,5.5285,3.21,185.26,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NVDA,2026-04-09,15min,182.3,180.62,0.32,SHORT,inverted_hamer,18:15,18:30,183.53,183.96,0.431,5.4487,2.35,180.62,-1.0,-1.0,-1.0,SL,SL,SL,1.42,1.28
NVDA,2026-04-10,15min,186.5,184.3,0.42,SHORT,bearish_engulfing,17:30,21:00,189.07,189.59,0.52,5.289,2.75,184.3,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.31
NVDA,2026-04-14,15min,193.31,190.77,0.5,SHORT,bearish_engulfing,20:15,20:30,194.75,194.87,0.12,5.1348,0.62,190.77,-1.0,-1.0,-1.0,SL,SL,SL,0.42,1.0
NVDA,2026-04-15,15min,198.68,196.26,0.45,SHORT,bearish_engulfing,17:45,18:00,199.68,200.4,0.72,5.008,3.61,196.26,4.750000000000029,2.0,3.0,TP,TP,TP,4.92,0.11
NVDA,2026-04-17,15min,200.89,199.27,0.32,SHORT,bearish_engulfing,16:15,16:40,200.88,201.47,0.59,4.9781,2.94,199.27,-1.0,2.0,-1.0,SL,TP,SL,2.39,1.02
NVDA,2026-04-20,15min,200.53,198.42,0.42,LONG,bullish_engulfing,17:15,17:30,198.86,198.33,0.53,5.0287,2.67,200.53,3.150943396226385,2.0,3.0,TP,TP,TP,3.53,0.83
NVDA,2026-04-21,15min,202.75,200.84,0.39,LONG,bullish_engulfing,18:45,19:00,199.93,199.85,0.08,5.0018,0.4,202.75,-1.0,-1.0,-1.0,SL,SL,SL,1.12,6.0
NVDA,2026-04-23,15min,203.14,201.1,0.44,SHORT,bearish_engulfing,16:00,16:15,202.62,203.21,0.59,4.9353,2.91,201.1,2.5677966101695016,2.0,3.0,TP,TP,TP,2.8,0.83
NVDA,2026-04-24,15min,203.22,199.81,0.74,SHORT,bearish_engulfing,19:15,19:30,209.31,210.03,0.72,4.7776,3.44,199.81,1.7361111111111138,2.0,1.7361111111111138,deadline,TP,deadline,2.46,0.57
NVDA,2026-04-28,15min,212.65,208.2,0.79,SHORT,bearish_engulfing,21:15,21:30,214.06,214.29,0.23,4.6716,1.07,208.2,2.304347826087064,2.0,3.0,deadline,TP,TP,4.22,0.7
NVDA,2026-04-29,15min,212.72,210.4,0.41,LONG,bullish_engulfing,16:00,16:15,211.22,209.73,1.485,4.7345,7.03,212.72,-1.0,-1.0,-1.0,SL,SL,SL,0.49,1.05
